cow_id,date,milk_liters,fat_percent,feed_kg,feed_type
Z4043,2024-08-10,38.31,3.89,21.79,Silage
A7863,2024-08-10,23.62,3.31,19.44,Hay
U1955,2024-08-10,21.8,3.88,24.42,Hay
B984,2024-08-10,35.96,3.45,21.27,Hay
C7126,2024-08-10,37.95,2.4,21.58,Silage
T5602,2024-08-10,38.74,3.63,23.51,Hay
L9829,2024-08-10,32.96,4.96,15.66,Hay
R4684,2024-08-10,25.1,3.18,23.29,Hay
J7734,2024-08-10,28.42,3.72,20.58,Hay
Y7815,2024-08-10,23.63,3.82,18.04,Hay
I7447,2024-08-10,31.05,3.54,21,Hay
E5966,2024-08-10,31.42,3.7,15.36,Silage
Z7830,2024-08-10,30.11,3.92,17.41,Silage
M2207,2024-08-10,20.82,3.71,16.86,Hay
K3463,2024-08-10,30.9,2.88,21.68,Hay
Y3782,2024-08-10,35.9,3.33,24.48,Silage
P6677,2024-08-10,37.65,4.06,19.05,Hay
Q711,2024-08-10,34.74,4.26,22.57,Silage
N7280,2024-08-10,34.76,3.66,21.27,Hay
O6552,2024-08-10,25.77,3.33,15.31,Hay
V3948,2024-08-10,41.39,2.59,22.95,Silage
F5883,2024-08-10,35.72,3.19,12.96,Silage
V3979,2024-08-10,30.75,3.43,15.65,Hay
I2506,2024-08-10,33.03,3.68,23.65,Silage
K4714,2024-08-10,29.86,3.23,19.23,Hay
W8010,2024-08-10,36.56,3.84,21.96,Silage
R3357,2024-08-10,32.04,4.16,19.53,Hay
J9639,2024-08-10,39.16,4.19,12.97,Silage
K9325,2024-08-10,29.2,3.88,18.96,Hay
Y9266,2024-08-10,24.52,3.59,21.05,Hay
U6809,2024-08-10,33.68,3.23,23.23,Hay
G1028,2024-08-10,23.43,3.06,24.38,Hay
Q9174,2024-08-10,38.9,4.39,17.38,Silage
G2757,2024-08-10,31.6,4.07,15.66,Silage
H9517,2024-08-10,48.71,3.69,18.48,Silage
B3068,2024-08-10,30.67,3.35,18.46,Hay
F9953,2024-08-10,30.62,2.96,16.96,Hay
V9643,2024-08-10,34.16,3.87,19.44,Silage
O7477,2024-08-10,42.85,3.17,19.7,Silage
O194,2024-08-10,27.27,4.58,16.3,Hay
C7126,2024-08-11,44.5,3.78,20.68,Silage
Y7815,2024-08-11,24.06,3.49,19.11,Hay
O6552,2024-08-11,30.33,3.95,20.07,Hay
Z3123,2024-08-11,33.17,2.64,16.76,Hay
I2506,2024-08-11,27.4,3.96,20.87,Silage
S5427,2024-08-11,35.66,3.24,22.17,Hay
N9197,2024-08-11,32.76,3.69,21.06,Silage
V9643,2024-08-11,35.75,2.5,20.05,Silage
F5883,2024-08-11,35.68,3.46,19.48,Silage
L4232,2024-08-11,16.85,3.41,24.64,Hay
P6677,2024-08-11,20.28,3.16,15.4,Hay
T4649,2024-08-11,28.83,4.15,19.96,Hay
V3979,2024-08-11,38.41,3.36,16.83,Hay
R3357,2024-08-11,28.06,3.52,19.84,Hay
H985,2024-08-11,35.39,2.12,22.53,Silage
H9517,2024-08-11,33.65,3.83,17.59,Silage
B3068,2024-08-11,31.81,2.62,21.82,Hay
E3229,2024-08-11,38.88,4.14,19.45,Hay
Q9174,2024-08-11,32.92,4.35,22.15,Silage
T5602,2024-08-11,27.34,3.78,18.28,Hay
F2131,2024-08-11,28.78,3.2,20.88,Hay
N7280,2024-08-11,34.54,3.6,16.47,Hay
A7863,2024-08-11,31.74,3.46,18.95,Hay
Y6643,2024-08-11,34.07,3.5,15.95,Silage
J7734,2024-08-11,35.23,2.97,19.23,Hay
G2757,2024-08-11,34.25,3.45,23.02,Silage
Y4092,2024-08-11,30.51,3.44,15.35,Silage
Y4775,2024-08-11,21.66,3.6,23.48,Silage
E5966,2024-08-11,30.92,4.03,21.31,Silage
J9639,2024-08-11,40.14,3.18,24.54,Silage
G150,2024-08-11,30.75,2.82,20.29,Hay
V472,2024-08-11,30.86,2.63,19.6,Silage
O7477,2024-08-11,41.62,2.86,26.17,Silage
U8535,2024-08-11,29.81,4.04,24.97,Silage
J6910,2024-08-11,27.81,3.21,16.56,Silage
M1583,2024-08-11,39.76,4.12,22.96,Silage
F9953,2024-08-11,26.94,3.5,21.84,Hay
R5369,2024-08-11,23.77,4.3,22.93,Hay
D8719,2024-08-11,33.98,3.95,21.98,Hay
I7447,2024-08-11,37.01,3.05,18.42,Hay
E9760,2024-08-11,37.53,2.49,23.27,Silage
C4705,2024-08-11,20.61,2.67,18.25,Hay
K4714,2024-08-11,24.52,3.52,18.34,Hay
H2377,2024-08-11,33.65,3.64,17.8,Silage
M4054,2024-08-11,35.93,4.41,20.87,Silage
U6809,2024-08-11,23.73,3.16,23.57,Hay
Y3782,2024-08-11,32.36,3.07,22.37,Silage
I1385,2024-08-11,41.9,4.15,21.25,Silage
I8517,2024-08-11,35.14,3.42,23.57,Silage
M2207,2024-08-11,31.86,3.77,14.71,Hay
K3463,2024-08-11,25.36,3.65,19.6,Hay
I5026,2024-08-11,38.01,3.59,24.15,Silage
P3832,2024-08-11,36.08,3.28,19.52,Silage
S9300,2024-08-11,37.84,4.69,19.05,Silage
G1028,2024-08-11,30.16,3.24,20.98,Hay
N9692,2024-08-11,37.83,2.64,14.41,Silage
S6097,2024-08-11,28.9,2.97,13.98,Silage
W8010,2024-08-11,26.41,4.26,22.78,Silage
V7756,2024-08-11,33.7,2.45,22.82,Silage
D9038,2024-08-11,24.84,4.31,18.67,Hay
V3948,2024-08-11,38.26,2.41,16.33,Silage
Q711,2024-08-11,40.29,4.45,25.04,Silage
V4575,2024-08-11,29.64,3.68,21.79,Hay
O8173,2024-08-11,29,3.09,23.09,Hay
O194,2024-08-11,27,3.3,22.29,Hay
G685,2024-08-11,28.3,2.95,17,Hay
L9829,2024-08-11,28.68,4.55,19.34,Hay
Z4043,2024-08-11,28.93,4.35,21.63,Silage
Z7830,2024-08-11,39.81,3.24,17.79,Silage
E6182,2024-08-11,34.45,2.64,21.72,Silage
S6386,2024-08-11,30.35,4.19,20.48,Hay
U5357,2024-08-11,34.37,4.8,17.52,Silage
B984,2024-08-11,24.27,3.12,22.43,Hay
Q3500,2024-08-11,40.6,3.47,17.99,Hay
J6077,2024-08-11,30.99,3.45,17.89,Silage
K9325,2024-08-11,35.9,3.46,18.49,Hay
U1955,2024-08-11,20.77,3.7,18.64,Hay
R4684,2024-08-11,39.14,2.89,24.34,Hay
O7477,2024-08-12,45.24,3.45,14.43,Silage
Z7830,2024-08-12,23.99,3.27,17.95,Silage
J6910,2024-08-12,34.72,3.2,20.03,Silage
S6386,2024-08-12,28.87,3.37,20.91,Hay
U6809,2024-08-12,30.73,3.28,23.87,Hay
V7756,2024-08-12,33.76,3.48,18.66,Silage
G150,2024-08-12,32.02,3.79,16.09,Hay
M1583,2024-08-12,27.96,4.12,23.1,Silage
A7863,2024-08-12,34.93,3.24,17.76,Hay
E5966,2024-08-12,37.9,3.79,22.76,Silage
F9953,2024-08-12,23.6,2.92,19.05,Hay
N9692,2024-08-12,41.58,2.9,22.23,Silage
S6097,2024-08-12,37.14,4.17,21.66,Silage
J7734,2024-08-12,38.07,3.45,21.98,Hay
K9325,2024-08-12,27.14,3.5,19.82,Hay
V3948,2024-08-12,32.6,3.75,22.83,Silage
F5883,2024-08-12,37.81,2.69,20.97,Silage
N9197,2024-08-12,35.33,3.16,14.38,Silage
Z4043,2024-08-12,28.36,4.26,23.58,Silage
I7447,2024-08-12,35.89,3.12,19.56,Hay
L9829,2024-08-12,21.35,3.48,21.47,Hay
R4684,2024-08-12,32.65,3.82,20.07,Hay
N7280,2024-08-12,25.5,3.19,16.99,Hay
V472,2024-08-12,33.39,3.02,16.28,Silage
M2207,2024-08-12,40.4,3.84,20.2,Hay
D9038,2024-08-12,33,3.67,13.62,Hay
S5427,2024-08-12,27.46,2.79,22.28,Hay
U5357,2024-08-12,38.93,3.29,21.86,Silage
Y4775,2024-08-12,37.21,4.26,23.4,Silage
U8535,2024-08-12,40.16,2.98,25.28,Silage
T4649,2024-08-12,33.88,3.71,25.59,Hay
J9639,2024-08-12,30.87,2.53,20.07,Silage
O194,2024-08-12,31.98,2.77,19.37,Hay
E9760,2024-08-12,34.65,3.33,23.7,Silage
Y6643,2024-08-12,30.12,3.07,21.38,Silage
T5602,2024-08-12,36.4,4.2,20.82,Hay
D8719,2024-08-12,32.2,3.35,21.54,Hay
H9517,2024-08-12,39.96,2.85,17.72,Silage
G2757,2024-08-12,34.93,4.14,22.59,Silage
Q3500,2024-08-12,34.11,3.03,18.91,Hay
E3229,2024-08-12,26.84,3.47,21.52,Hay
Q711,2024-08-12,38.09,3.7,18.17,Silage
H2377,2024-08-12,32.17,3.96,22.54,Silage
I1385,2024-08-12,40.86,3.64,20.1,Silage
I8517,2024-08-12,34.08,3.64,19.45,Silage
G1028,2024-08-12,27.88,4.28,19.11,Hay
I2506,2024-08-12,28.99,3.99,19.81,Silage
V9643,2024-08-12,34.77,2.98,16.32,Silage
V3979,2024-08-12,27.25,3.54,23.66,Hay
B3068,2024-08-12,30.75,4.71,19.88,Hay
O8173,2024-08-12,38,3.39,18.19,Hay
Y4092,2024-08-12,32.4,3.17,22.52,Silage
O6552,2024-08-12,36.17,4.1,18.99,Hay
H985,2024-08-12,34.69,3.22,26.02,Silage
K4714,2024-08-12,31.27,3.48,20.74,Hay
Y3782,2024-08-12,37.92,4.03,16,Silage
U1955,2024-08-12,28.18,3.12,21.66,Hay
I5026,2024-08-12,27.98,3.54,19.92,Silage
P6677,2024-08-12,25.63,3.46,20.36,Hay
B984,2024-08-12,24.96,2.77,19.59,Hay
E6182,2024-08-12,35.75,3.83,22.2,Silage
J6077,2024-08-12,37.51,4.07,19.47,Silage
Y9266,2024-08-12,20.43,3.73,20.41,Hay
C4705,2024-08-12,32.18,2.65,18.96,Hay
P3832,2024-08-12,31.81,3.77,19.33,Silage
R5369,2024-08-12,29.87,3.54,17.01,Hay
L4232,2024-08-12,34.69,3.71,19.38,Hay
M4054,2024-08-12,27.95,3.85,19.77,Silage
K3463,2024-08-12,24.72,4.63,23.11,Hay
F2131,2024-08-12,24.84,3.92,13.77,Hay
C7126,2024-08-12,39.83,3.3,14.85,Silage
Z3123,2024-08-12,24.83,3.5,19.61,Hay
V4575,2024-08-12,36.91,4.25,22.75,Hay
Y7815,2024-08-12,30.86,3.5,12.29,Hay
R3357,2024-08-12,33.13,3.94,20.36,Hay
S9300,2024-08-12,44.68,3.63,13.5,Silage
Q9174,2024-08-12,38.82,3.43,22.39,Silage
G8171,2024-08-12,32.94,3.09,25.24,Silage
W8010,2024-08-12,31.6,3.45,23,Silage
L9829,2024-08-13,30.64,3.16,20.69,Hay
I7447,2024-08-13,25.63,4.43,21.53,Hay
D9038,2024-08-13,33.51,3.46,21.09,Hay
J9639,2024-08-13,38.84,3.41,15.77,Silage
Y4092,2024-08-13,34.36,3.49,23,Silage
W8010,2024-08-13,32.85,3.4,22.61,Silage
H985,2024-08-13,39.55,3.44,18.05,Silage
U8535,2024-08-13,39.46,3.1,17.53,Silage
O6552,2024-08-13,30.74,3.44,22.75,Hay
C7126,2024-08-13,26.33,3.52,18.48,Silage
T4649,2024-08-13,31.1,3.07,18.92,Hay
F9953,2024-08-13,33.49,4.35,24.89,Hay
L4232,2024-08-13,23.2,3.75,21.29,Hay
Y6643,2024-08-13,34.42,3.38,15.25,Silage
B984,2024-08-13,30.94,3.74,17.08,Hay
I8517,2024-08-13,40.15,3.35,17.41,Silage
H2377,2024-08-13,37.07,3.4,29.25,Silage
J6910,2024-08-13,34.75,3.37,16.88,Silage
G685,2024-08-13,28.62,3.63,24.17,Hay
S9300,2024-08-13,39.64,4.24,17.59,Silage
V3948,2024-08-13,32.93,3.98,21.98,Silage
M1583,2024-08-13,39.91,3.81,15.83,Silage
R4684,2024-08-13,30.93,3.14,20.51,Hay
O7477,2024-08-13,42.61,3.99,17.06,Silage
N9692,2024-08-13,34.3,3.94,22.37,Silage
S6097,2024-08-13,35.64,4.21,27.25,Silage
H9517,2024-08-13,34.25,3.66,16.16,Silage
U5357,2024-08-13,37.76,3.33,17.73,Silage
C4705,2024-08-13,22.46,2.98,18.09,Hay
Z7830,2024-08-13,30.36,3.78,23.71,Silage
U6809,2024-08-13,28.41,3.66,17.18,Hay
R5369,2024-08-13,23.75,3.6,20.08,Hay
I1385,2024-08-13,32.69,3.51,16.43,Silage
I2506,2024-08-13,38.79,3.32,18.15,Silage
G2757,2024-08-13,29.63,2.76,19.75,Silage
V4575,2024-08-13,31.8,3.72,13.55,Hay
D8719,2024-08-13,28.48,3.85,17.35,Hay
O194,2024-08-13,30.69,2.74,17.01,Hay
E5966,2024-08-13,32.32,3.53,16.2,Silage
Z3123,2024-08-13,24.17,3.68,20.59,Hay
K4714,2024-08-13,35.57,3.4,19.05,Hay
O8173,2024-08-13,29.45,3.41,17.65,Hay
R3357,2024-08-13,28.4,3.52,15.37,Hay
B3068,2024-08-13,30.01,3.32,19.86,Hay
Q3500,2024-08-13,29.26,3.82,21.56,Hay
Q711,2024-08-13,32.45,3.54,17.6,Silage
K3463,2024-08-13,28.42,4.28,21.34,Hay
V472,2024-08-13,34.54,3.45,22.55,Silage
S5427,2024-08-13,30.45,3.26,21.53,Hay
E3229,2024-08-13,31.44,3.86,15.46,Hay
G8171,2024-08-13,37.28,3.2,20.27,Silage
N7280,2024-08-13,41.49,3.36,19.85,Hay
V9643,2024-08-13,42.86,3.6,23.38,Silage
Y7815,2024-08-13,30.67,2.93,20.63,Hay
V7756,2024-08-13,33.23,3.97,16.1,Silage
V3979,2024-08-13,28.59,3.43,22.1,Hay
Z4043,2024-08-13,40.06,3.89,22.81,Silage
U1955,2024-08-13,38.98,3.47,19.98,Hay
Q9174,2024-08-13,26.62,3.19,26.94,Silage
A7863,2024-08-13,19.5,4.14,23.93,Hay
I5026,2024-08-13,31.44,3.94,19.08,Silage
N9197,2024-08-13,34.46,3.61,19.61,Silage
Y4775,2024-08-13,41.6,3.42,19.77,Silage
G1028,2024-08-13,31.57,4.03,17.29,Hay
M4054,2024-08-13,30.65,4.05,21.74,Silage
P3832,2024-08-13,33.89,3.46,19.18,Silage
P6677,2024-08-13,34.39,3.78,21,Hay
T5602,2024-08-13,36.85,4.3,21.55,Hay
J6077,2024-08-13,32.48,2.94,17.62,Silage
F2131,2024-08-13,35.42,2.25,22.47,Hay
G150,2024-08-13,29.42,2.17,20.03,Hay
F5883,2024-08-13,32.82,3.67,20.89,Silage
J7734,2024-08-13,25.28,3.21,23.27,Hay
M2207,2024-08-13,42.06,3.12,19.69,Hay
E9760,2024-08-13,35.54,3.98,17.61,Silage
Y9266,2024-08-13,29.87,3.23,21.09,Hay
Y3782,2024-08-13,27.81,4.56,25.51,Silage
K9325,2024-08-13,25.75,2.48,19.05,Hay
E6182,2024-08-13,27.24,3.97,23,Silage
U5357,2024-08-14,44.38,4.35,19.44,Silage
Y7815,2024-08-14,35.01,4.09,18.38,Hay
N9197,2024-08-14,38.17,3.63,21.31,Silage
J6077,2024-08-14,37.83,4.24,22.46,Silage
E5966,2024-08-14,40.22,3.13,15.14,Silage
V9643,2024-08-14,33.31,3.25,17.57,Silage
A7863,2024-08-14,33.77,3.79,15.96,Hay
P6677,2024-08-14,31.47,3.84,14.91,Hay
O7477,2024-08-14,38.69,2.95,12.83,Silage
K9325,2024-08-14,25.6,3.07,19.82,Hay
G685,2024-08-14,24.53,3.66,22.29,Hay
E9760,2024-08-14,30.33,3.91,20.05,Silage
K4714,2024-08-14,30.65,3.28,14.71,Hay
D8719,2024-08-14,30.99,3.41,24.77,Hay
T4649,2024-08-14,30.62,3.98,18.66,Hay
G150,2024-08-14,29.95,4.02,23.45,Hay
Z3123,2024-08-14,26.93,3.76,22.15,Hay
R3357,2024-08-14,26.86,2.92,17.13,Hay
M2207,2024-08-14,24.84,4.33,18.17,Hay
F9953,2024-08-14,30.57,3.71,24.02,Hay
T5602,2024-08-14,35.73,3.48,14.74,Hay
O8173,2024-08-14,30.45,3.64,20.48,Hay
D9038,2024-08-14,33.49,3.93,20.87,Hay
E3229,2024-08-14,28.55,3.39,16.55,Hay
O6552,2024-08-14,34.59,2.93,21.03,Hay
O194,2024-08-14,29.2,3.64,18.13,Hay
U8535,2024-08-14,38.33,3.84,19.74,Silage
N9692,2024-08-14,34.77,3.11,18.59,Silage
V3948,2024-08-14,43.61,3.74,22.69,Silage
H2377,2024-08-14,32.73,3.8,20.4,Silage
Q3500,2024-08-14,23.71,4.91,22,Hay
F2131,2024-08-14,33.85,3.3,24.89,Hay
I5026,2024-08-14,36.83,3.32,22.71,Silage
C7126,2024-08-14,37.59,3.2,23.75,Silage
H985,2024-08-14,43.09,2.4,19.14,Silage
Q9174,2024-08-14,38.08,2.98,20.4,Silage
G1028,2024-08-14,25.92,2.18,22.83,Hay
N7280,2024-08-14,28.76,3.36,17.17,Hay
J7734,2024-08-14,25.07,3.59,17.19,Hay
U6809,2024-08-14,31.76,3.46,21.52,Hay
Q711,2024-08-14,36.18,4.49,23.4,Silage
S6386,2024-08-14,28.24,4.16,23.43,Hay
I1385,2024-08-14,34.41,2.89,22.03,Silage
W8010,2024-08-14,32.79,3.24,20.77,Silage
R5369,2024-08-14,23.72,2.91,20.7,Hay
U1955,2024-08-14,29.51,4.59,18.36,Hay
V4575,2024-08-14,27.19,3.86,24.94,Hay
C4705,2024-08-14,29.55,2.37,24.98,Hay
B3068,2024-08-14,26.83,3.64,31.15,Hay
R4684,2024-08-14,19.02,2.62,22.55,Hay
Z4043,2024-08-14,42.57,4.25,17.89,Silage
Y4092,2024-08-14,36.93,3.77,20.52,Silage
S6097,2024-08-14,30.2,2.77,22.45,Silage
J6910,2024-08-14,30.84,3.84,12.83,Silage
Y4775,2024-08-14,28.66,3.73,19.83,Silage
E6182,2024-08-14,31.24,3.53,24.78,Silage
G2757,2024-08-14,34.64,3.88,20.1,Silage
V472,2024-08-14,34.37,3.67,20.57,Silage
Y3782,2024-08-14,31.99,3.29,26.73,Silage
V7756,2024-08-14,27.88,3.48,15.91,Silage
Y6643,2024-08-14,32.1,3.32,23.38,Silage
I2506,2024-08-14,32.99,3.87,24.94,Silage
K3463,2024-08-14,25.81,3.32,21.03,Hay
P3832,2024-08-14,27.54,3.18,21.42,Silage
G8171,2024-08-14,41.47,3.65,18.05,Silage
Z7830,2024-08-14,37.88,2.96,22.51,Silage
S5427,2024-08-14,35.79,3.13,22.02,Hay
V3979,2024-08-14,31.62,2.11,20.22,Hay
M1583,2024-08-14,30.08,2.69,17.83,Silage
L4232,2024-08-14,29.31,3.03,21.55,Hay
L9829,2024-08-14,34.32,3.45,22.11,Hay
J9639,2024-08-14,34.47,3.58,16.25,Silage
H9517,2024-08-14,27.49,4.04,21.03,Silage
B984,2024-08-14,37.05,2.85,20.67,Hay
I8517,2024-08-14,38.46,3.32,19.18,Silage
F5883,2024-08-14,42.73,3.09,25.14,Silage
M4054,2024-08-14,33.71,3.03,12.89,Silage
Y9266,2024-08-14,33.17,2.93,20.38,Hay
S9300,2024-08-14,37.39,2.39,22.25,Silage
N7280,2024-08-15,38.51,3,17.89,Hay
R4684,2024-08-15,28.61,3.54,20.19,Hay
N9197,2024-08-15,32.6,3.48,17.92,Silage
Z4043,2024-08-15,42.91,2.57,19.82,Silage
K3463,2024-08-15,23.62,3.62,16.82,Hay
Y6643,2024-08-15,31.27,4.24,16.31,Silage
B984,2024-08-15,32.82,3.01,20.56,Hay
V9643,2024-08-15,31.13,3.78,19.06,Silage
B3068,2024-08-15,27.67,2.79,23.51,Hay
D8719,2024-08-15,26.88,3.84,13.79,Hay
F9953,2024-08-15,30.18,3.05,17.06,Hay
L9829,2024-08-15,28.39,3.37,24.64,Hay
I7447,2024-08-15,28.14,2.6,18.9,Hay
Y4775,2024-08-15,28.12,3.37,22.96,Silage
U1955,2024-08-15,31.16,2.94,17.66,Hay
R3357,2024-08-15,40.73,3.2,18.18,Hay
E9760,2024-08-15,34,3.5,21.43,Silage
D9038,2024-08-15,26.35,3.77,19.82,Hay
J6077,2024-08-15,33.82,2.76,21.53,Silage
F5883,2024-08-15,38.84,3.42,18.04,Silage
V7756,2024-08-15,30.99,2.53,17.51,Silage
O194,2024-08-15,26.52,3.6,18.13,Hay
G685,2024-08-15,40.52,3.81,19.92,Hay
U6809,2024-08-15,36.99,3.42,19.66,Hay
Q9174,2024-08-15,34.42,2.48,21.12,Silage
W8010,2024-08-15,41.91,2.98,23.27,Silage
A7863,2024-08-15,26.73,3.2,17.78,Hay
E3229,2024-08-15,33.78,3.04,18.61,Hay
T4649,2024-08-15,34.77,3.26,24.81,Hay
I2506,2024-08-15,32.38,2.29,23.16,Silage
E5966,2024-08-15,35.49,2.99,21.38,Silage
U8535,2024-08-15,32.31,3.43,18.75,Silage
Y4092,2024-08-15,40.05,3.69,17.88,Silage
S6386,2024-08-15,33.27,3.48,22.86,Hay
S6097,2024-08-15,41,3.43,18.29,Silage
G1028,2024-08-15,36.55,3.13,19.17,Hay
J6910,2024-08-15,37.1,2.75,22.86,Silage
Q711,2024-08-15,41.81,2.55,20.69,Silage
Y9266,2024-08-15,30.47,3.85,19.04,Hay
U5357,2024-08-15,43.01,3.26,19.49,Silage
Y3782,2024-08-15,32.84,2.65,19.19,Silage
G150,2024-08-15,26.37,4.09,19.55,Hay
N9692,2024-08-15,39.97,3.19,22.17,Silage
P6677,2024-08-15,34.4,3.17,19,Hay
H2377,2024-08-15,39.98,3.64,25.97,Silage
O8173,2024-08-15,30.59,3.88,18.34,Hay
H9517,2024-08-15,39.59,3.12,21.31,Silage
F2131,2024-08-15,23.05,3.45,24.35,Hay
I5026,2024-08-15,34.97,2.79,16.35,Silage
S9300,2024-08-15,27.91,4.26,23.54,Silage
E6182,2024-08-15,29.53,4.03,25.24,Silage
T5602,2024-08-15,33.74,3.5,16.52,Hay
C4705,2024-08-15,34.61,2.45,19.51,Hay
R5369,2024-08-15,24.04,2.72,20.92,Hay
Z3123,2024-08-15,24.92,3.56,19.47,Hay
V3948,2024-08-15,43.74,3.51,16.11,Silage
V472,2024-08-15,37.31,3.71,23.49,Silage
M1583,2024-08-15,44.62,3.52,20.62,Silage
V3979,2024-08-15,34.5,4.65,20.25,Hay
M2207,2024-08-15,38.24,3.49,20.49,Hay
H985,2024-08-15,34.04,3.12,19.33,Silage
I1385,2024-08-15,30.78,3.36,18.03,Silage
O7477,2024-08-15,42.74,3.62,19.16,Silage
V4575,2024-08-15,37.6,3.89,17.65,Hay
J7734,2024-08-15,31.3,2.65,19.17,Hay
G2757,2024-08-15,26.73,2.73,18.26,Silage
Z7830,2024-08-15,38.04,4.06,21.52,Silage
Y7815,2024-08-15,28.84,2.18,17.96,Hay
K4714,2024-08-15,30.35,3.55,19.45,Hay
S5427,2024-08-15,22.13,3.29,22.99,Hay
C7126,2024-08-15,29.54,2.72,19.69,Silage
M4054,2024-08-15,35.08,3.46,19.24,Silage
K9325,2024-08-15,27.84,4.73,24.73,Hay
O6552,2024-08-15,26.36,4.39,17.9,Hay
J9639,2024-08-15,37.77,3.37,21.81,Silage
L4232,2024-08-15,29.45,4.06,19.71,Hay
I8517,2024-08-15,39.51,4.23,18.07,Silage
F5883,2024-08-16,33.44,2.96,16.8,Silage
Y4092,2024-08-16,44.41,3.17,21.17,Silage
B984,2024-08-16,24.19,3.9,20.11,Hay
O6552,2024-08-16,25.52,2.68,20.38,Hay
H9517,2024-08-16,31.91,2.49,16.02,Silage
E6182,2024-08-16,28.75,3.19,18.5,Silage
T5602,2024-08-16,35.01,3.69,18.86,Hay
N9197,2024-08-16,41.22,4.57,20.6,Silage
Z3123,2024-08-16,28.19,3.93,26.23,Hay
S9300,2024-08-16,32.75,3.42,20.69,Silage
K9325,2024-08-16,24.16,3.12,23.4,Hay
T4649,2024-08-16,33.03,3.43,22.51,Hay
V3979,2024-08-16,29.63,2.96,12.88,Hay
F9953,2024-08-16,33.26,3.32,11.23,Hay
V9643,2024-08-16,35.34,3.23,14.55,Silage
L4232,2024-08-16,28.4,3.54,17.99,Hay
G150,2024-08-16,39.85,2.37,23.59,Hay
S6386,2024-08-16,35.25,3.82,20.07,Hay
Y7815,2024-08-16,34.03,3.99,13.81,Hay
E3229,2024-08-16,29.76,2.48,23.19,Hay
Y9266,2024-08-16,32.09,3.54,21.25,Hay
B3068,2024-08-16,31.98,3.25,23.36,Hay
O8173,2024-08-16,28.98,3.26,18.09,Hay
N7280,2024-08-16,32.5,3.92,23.76,Hay
K3463,2024-08-16,35.74,3.85,22.18,Hay
P6677,2024-08-16,32.12,2.98,17.3,Hay
R3357,2024-08-16,34.7,3.97,26.1,Hay
U1955,2024-08-16,27.81,3.3,15.04,Hay
M2207,2024-08-16,39.13,3.53,21.92,Hay
F2131,2024-08-16,22.36,3.88,19.97,Hay
E5966,2024-08-16,35.66,3.54,23.94,Silage
Y3782,2024-08-16,35.86,4.26,20.51,Silage
G2757,2024-08-16,28.72,2.82,18.51,Silage
J6077,2024-08-16,39.83,3.95,15.55,Silage
Y4775,2024-08-16,33.9,3.38,13.27,Silage
J6910,2024-08-16,33.34,3.09,16.12,Silage
O194,2024-08-16,27.18,4.01,19.48,Hay
M4054,2024-08-16,31.71,3.02,14.2,Silage
L9829,2024-08-16,21.68,2.67,21.27,Hay
G685,2024-08-16,23.63,3.46,15.39,Hay
V7756,2024-08-16,34.88,4.36,20.91,Silage
C7126,2024-08-16,45.79,3.72,25.63,Silage
G1028,2024-08-16,30.12,3.58,19.39,Hay
M1583,2024-08-16,29.16,3.3,22.68,Silage
C4705,2024-08-16,31.23,3.46,22.53,Hay
R4684,2024-08-16,33.73,4.09,21.43,Hay
S5427,2024-08-16,21.82,2.74,24.9,Hay
I2506,2024-08-16,39.16,3.39,23.78,Silage
J9639,2024-08-16,33.34,3.79,13.35,Silage
Y6643,2024-08-16,31.01,2.56,18.54,Silage
U6809,2024-08-16,29.94,3.66,20.9,Hay
V3948,2024-08-16,33.82,3.71,26.71,Silage
U5357,2024-08-16,36.02,3.31,19.46,Silage
N9692,2024-08-16,39.17,4.11,19.01,Silage
I1385,2024-08-16,45.61,3.66,19.03,Silage
Q3500,2024-08-16,32.42,3.25,20.12,Hay
V4575,2024-08-16,32.1,3.52,21.07,Hay
Q711,2024-08-16,33.99,4.09,15.42,Silage
E9760,2024-08-16,41.49,3.9,20.26,Silage
P3832,2024-08-16,38.69,2.59,16.44,Silage
K4714,2024-08-16,24.22,3.67,20.04,Hay
J7734,2024-08-16,24.3,3.16,18.33,Hay
D9038,2024-08-16,32.62,2.18,11.78,Hay
W8010,2024-08-16,36.43,3.06,13.13,Silage
R5369,2024-08-16,27.89,3.64,14.85,Hay
U8535,2024-08-16,40.03,3.52,25.32,Silage
D8719,2024-08-16,35.1,3.63,21.06,Hay
I8517,2024-08-16,44.51,4.06,20,Silage
G8171,2024-08-16,38.77,3.4,15.29,Silage
H2377,2024-08-16,35.89,3.05,17.38,Silage
Q9174,2024-08-16,26.2,3.66,18.05,Silage
Z4043,2024-08-16,41.63,3.18,19.25,Silage
I5026,2024-08-16,28.94,2.69,14.77,Silage
V472,2024-08-16,35.2,2.71,24.5,Silage
I7447,2024-08-16,31.72,3.34,17.53,Hay
S6097,2024-08-16,27.45,4.12,23.04,Silage
A7863,2024-08-16,26.56,3.33,19.06,Hay
Z7830,2024-08-16,37.37,3.06,20.72,Silage
O7477,2024-08-16,35.75,4.34,20.1,Silage
M2207,2024-08-17,30.45,3.88,21.69,Hay
B3068,2024-08-17,23.08,4.21,22.25,Hay
J6077,2024-08-17,27.2,2.67,18.87,Silage
U5357,2024-08-17,43.55,4.2,19.15,Silage
N9197,2024-08-17,29.49,2.97,10.13,Silage
Z4043,2024-08-17,27.62,4.19,20.24,Silage
